ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,Idade,Categoria_Renda,Faixa_Etaria
1130,Outros,Mestrado,São Bernardo,67381.0,Inglês,3,21,1977,4.0,5.0,48,Alta,Sênior
1131,Estudos,Graduação,São Paulo,25930.0,Espanhol,2,5,1993,1.0,1.0,32,Baixa,Adulto
1132,Outros,Graduação,São Paulo,42693.0,Espanhol,4,1,2004,1.0,3.0,21,Média,Jovem
1134,Estudos,Graduação,São Paulo,72570.0,Inglês,3,6,2011,5.0,5.0,14,Alta,Jovem
1135,Estudos,Ensino Médio,São Paulo,42476.0,Espanhol,2,8,2000,2.0,3.0,25,Média,Jovem
1136,Estudos,Doutorado,Campinas,36778.0,Inglês,3,24,1994,2.0,2.0,31,Média,Adulto
1138,Outros,Mestrado,São Paulo,10979.0,Espanhol,2,10,2015,1.0,1.0,10,Baixa,Jovem
1139,Estudos,Graduação,São Paulo,49678.0,Espanhol e Inglês,3,33,1987,3.0,3.0,38,Média,Adulto
1140,Trabalho,Mestrado,São Bernardo,56129.0,Inglês,5,28,1979,3.0,4.0,46,Alta,Sênior
1141,Trabalho,Graduação,São Paulo,35778.0,Espanhol e Inglês,4,27,2015,2.0,2.0,10,Média,Jovem
1142,Viagem,Ensino Médio,São Paulo,21282.0,Espanhol,3,18,2004,1.0,1.0,21,Baixa,Jovem
1143,Viagem,Doutorado,São Paulo,33419.0,Inglês,2,23,1988,2.0,2.0,37,Baixa,Adulto
1144,Viagem,Graduação,São Paulo,63285.0,Inglês,5,35,1971,4.0,5.0,54,Alta,Sênior
1145,Outros,Mestrado,Campinas,21255.0,Espanhol e Inglês,2,22,2000,1.0,1.0,25,Baixa,Jovem
1146,Estudos,Graduação,São Bernardo,42162.0,Espanhol,2,12,2007,2.0,3.0,18,Média,Jovem
1147,Viagem,Graduação,São Paulo,54450.0,Espanhol,3,9,1982,3.0,4.0,43,Média,Sênior
1149,Trabalho,Graduação,Campinas,26576.0,Espanhol,4,14,2012,1.0,1.0,13,Baixa,Jovem
1150,Trabalho,Doutorado,São Bernardo,57513.0,Inglês,4,1,1969,3.0,4.0,56,Alta,Sênior
1151,Trabalho,Graduação,São Bernardo,68142.0,Espanhol,4,1,1990,4.0,5.0,35,Alta,Adulto
1152,Estudos,Graduação,São Paulo,7500.0,Espanhol e Inglês,3,25,2005,1.0,1.0,20,Baixa,Jovem
1153,Trabalho,Graduação,São Paulo,83145.0,Inglês,4,30,2000,5.0,6.0,25,Alta,Jovem
1154,Trabalho,Mestrado,São Paulo,54197.0,Espanhol,1,11,1986,3.0,4.0,39,Média,Adulto
1155,Estudos,Doutorado,São Bernardo,23046.0,Inglês,4,10,1989,1.0,1.0,36,Baixa,Adulto
1156,Viagem,Graduação,São Paulo,48168.0,Espanhol,4,14,2002,3.0,3.0,23,Média,Jovem
1157,Trabalho,Graduação,Campinas,56715.0,Inglês,4,1,2000,3.0,4.0,25,Alta,Jovem
1158,Estudos,Graduação,Campinas,79410.0,Inglês,4,28,1987,5.0,6.0,38,Alta,Adulto
1159,Estudos,Graduação,São Paulo,54886.0,Inglês,3,41,1977,2.0,4.0,48,Média,Sênior
1160,Trabalho,Graduação,São Bernardo,44375.0,Inglês,1,18,1991,2.0,3.0,34,Média,Adulto
1161,Viagem,Graduação,São Paulo,54450.0,Inglês,3,34,1982,3.0,4.0,43,Média,Sênior
1162,Trabalho,Graduação,São Paulo,59594.0,Inglês,2,44,1991,4.0,4.0,34,Alta,Adulto
1163,Estudos,Graduação,São Bernardo,80685.0,Inglês,4,40,2020,5.0,6.0,5,Alta,Jovem
1164,Viagem,Doutorado,São Paulo,40344.0,Inglês,3,45,2000,2.0,3.0,25,Média,Jovem
1165,Trabalho,Graduação,São Bernardo,62710.0,Espanhol,2,3,1998,4.0,4.0,27,Alta,Adulto
1166,Viagem,Ensino Médio,São Bernardo,48985.0,Espanhol,2,16,1994,3.0,3.0,31,Média,Adulto
1167,Viagem,Graduação,São Paulo,35322.0,Espanhol,2,12,1994,2.0,2.0,31,Média,Adulto
1168,Trabalho,Graduação,São Paulo,77142.0,Espanhol,5,8,1974,4.0,6.0,51,Alta,Sênior
1169,Trabalho,Graduação,São Paulo,81657.0,Inglês,5,31,1995,5.0,6.0,30,Alta,Adulto
1170,Estudos,Ensino Fundamental,São Paulo,14421.0,Espanhol,2,13,2022,1.0,1.0,3,Baixa,Jovem
1171,Viagem,Ensino Médio,Rio Branco,20130.0,Inglês,1,21,2000,2.0,1.0,25,Baixa,Jovem
1172,Trabalho,Doutorado,São Paulo,74214.0,Inglês,3,1,2016,5.0,5.0,9,Alta,Jovem
1173,Trabalho,Mestrado,São Paulo,67786.5,Mandarim,5,84,1983,4.0,5.0,42,Alta,Sênior
1174,Viagem,Ensino Fundamental,São Paulo,23724.0,Espanhol,2,21,2005,1.0,1.0,20,Baixa,Jovem
1175,Viagem,Mestrado,São Paulo,47353.0,Espanhol e Inglês,4,56,1986,3.0,3.0,39,Média,Adulto
1176,Outros,Mestrado,São Bernardo,33444.0,Mandarim,4,84,1978,2.0,2.0,47,Baixa,Sênior
1177,Estudos,Graduação,São Paulo,54386.0,Espanhol e Inglês,2,19,2007,3.0,4.0,18,Média,Jovem
1178,Estudos,Graduação,São Bernardo,28510.0,Espanhol e Inglês,4,23,2007,1.0,1.0,18,Baixa,Jovem
1180,Viagem,Graduação,Taubaté,48070.0,Espanhol e Inglês,3,36,1976,4.0,3.0,49,Média,Sênior
1181,Trabalho,Graduação,São Paulo,43140.0,Espanhol,3,11,1983,2.0,3.0,42,Média,Sênior
1182,Trabalho,Doutorado,São Paulo,54959.0,Inglês,3,7,1987,3.0,4.0,38,Média,Adulto
1183,Estudos,Ensino Fundamental,Campinas,23272.0,Espanhol,1,11,1984,2.0,1.0,41,Baixa,Sênior
1184,Estudos,Graduação,São Paulo,26954.0,Espanhol,1,8,1997,1.0,1.0,28,Baixa,Adulto
1185,Viagem,Graduação,Campinas,22327.0,Espanhol,1,6,2011,2.0,1.0,14,Baixa,Jovem
1186,Estudos,Graduação,São Paulo,44393.0,Espanhol,1,14,1991,2.0,3.0,34,Média,Adulto
1187,Viagem,Doutorado,São Paulo,62000.0,Inglês,4,53,1978,3.0,4.0,47,Alta,Sênior
1188,Trabalho,Doutorado,São Paulo,31163.0,Inglês,2,17,1988,1.0,2.0,37,Baixa,Adulto
1189,Viagem,Ensino Médio,São Bernardo,48168.0,Espanhol,1,6,2000,3.0,3.0,25,Média,Jovem
1190,Trabalho,Mestrado,São Paulo,78059.5,Inglês,3,22,1996,4.0,6.0,29,Alta,Adulto
1191,Outros,Mestrado,São Paulo,67369.0,Inglês,3,28,1995,4.0,5.0,30,Alta,Adulto
1192,Viagem,Graduação,São Paulo,58401.0,Inglês,2,21,1986,3.0,4.0,39,Alta,Adulto
1193,Estudos,Graduação,São Paulo,62307.0,Inglês,3,45,1978,4.0,4.0,47,Alta,Sênior
1194,Trabalho,Mestrado,São Paulo,43641.0,Espanhol,1,10,1995,1.0,3.0,30,Média,Adulto
1195,Outros,Mestrado,Campinas,63841.0,Inglês,1,11,1994,4.0,5.0,31,Alta,Adulto
1196,Estudos,Ensino Médio,Taubaté,48195.0,Espanhol,3,8,1991,4.0,3.0,34,Média,Adulto
1197,Trabalho,Mestrado,Taubaté,70091.0,Espanhol e Inglês,1,37,1995,5.0,5.0,30,Alta,Adulto
1198,Estudos,Doutorado,São Bernardo,78075.0,Espanhol e Inglês,2,38,1998,5.0,6.0,27,Alta,Adulto
1199,Viagem,Ensino Médio,São Paulo,59184.0,Inglês,5,23,1987,4.0,4.0,38,Alta,Adulto
1200,Estudos,Graduação,São Bernardo,54809.0,Inglês,3,9,2003,3.0,4.0,22,Média,Jovem
1201,Trabalho,Graduação,São Paulo,58113.0,Inglês,5,1,1985,2.0,4.0,40,Alta,Adulto
1203,Estudos,Graduação,São Paulo,15287.0,Espanhol,1,12,2005,1.0,1.0,20,Baixa,Jovem
1204,Trabalho,Mestrado,São Paulo,66636.0,Inglês,3,11,1983,4.0,5.0,42,Alta,Sênior
1205,Viagem,Mestrado,São Bernardo,50965.0,Espanhol,2,12,1982,3.0,3.0,43,Média,Sênior
1206,Viagem,Doutorado,São Paulo,79146.0,Inglês,3,19,1991,5.0,6.0,34,Alta,Adulto
1207,Trabalho,Graduação,São Paulo,18351.0,Espanhol,4,15,2016,1.0,1.0,9,Baixa,Jovem
1208,Trabalho,Doutorado,São Paulo,40451.0,Inglês,3,14,1983,2.0,3.0,42,Média,Sênior
1209,Outros,Graduação,Rio Branco,36317.0,Espanhol,1,7,1991,3.0,2.0,34,Média,Adulto
1210,Trabalho,Graduação,São Paulo,42213.0,Inglês,3,10,1983,2.0,3.0,42,Média,Sênior
1211,Estudos,Graduação,São Paulo,67786.5,Inglês,2,1,1981,4.0,5.0,44,Alta,Sênior
1212,Viagem,Graduação,São Paulo,77044.0,Inglês,3,19,1998,5.0,6.0,27,Alta,Adulto
1213,Viagem,Graduação,São Bernardo,74918.0,Inglês,2,1,1995,5.0,6.0,30,Alta,Adulto
1214,Trabalho,Graduação,São Paulo,56721.0,Espanhol,3,9,1998,3.0,4.0,27,Alta,Adulto
1215,Trabalho,Graduação,São Paulo,42160.0,Espanhol,1,5,2001,2.0,3.0,24,Média,Jovem
1216,Outros,Graduação,São Paulo,61559.0,Espanhol,1,8,1991,3.0,4.0,34,Alta,Adulto
1217,Trabalho,Doutorado,São Paulo,33629.0,Espanhol e Inglês,3,30,1989,2.0,2.0,36,Baixa,Adulto
1218,Estudos,Doutorado,São Paulo,68682.0,Inglês,4,31,2017,4.0,5.0,8,Alta,Jovem
1219,Trabalho,Graduação,São Paulo,34377.0,Espanhol,1,12,1989,2.0,2.0,36,Baixa,Adulto
1220,Viagem,Ensino Fundamental,Taubaté,8940.0,Espanhol,1,14,2012,2.0,1.0,13,Baixa,Jovem
1221,Viagem,Graduação,São Paulo,26228.0,Espanhol,2,5,1999,1.0,1.0,26,Baixa,Adulto
1222,Estudos,Ensino Médio,São Paulo,77297.0,Espanhol,1,14,1983,5.0,6.0,42,Alta,Sênior
1223,Estudos,Graduação,Campinas,35718.5,Espanhol,1,17,2007,3.0,2.0,18,Média,Jovem
1224,Trabalho,Doutorado,São Paulo,33438.0,Inglês,2,21,1984,2.0,2.0,41,Baixa,Sênior
1227,Trabalho,Graduação,São Paulo,22518.0,Espanhol,1,12,2012,1.0,1.0,13,Baixa,Jovem
1228,Trabalho,Mestrado,Rio Branco,54730.0,Inglês,1,1,2001,4.0,4.0,24,Média,Jovem
1229,Trabalho,Mestrado,São Paulo,38452.0,Espanhol,2,19,1981,2.0,2.0,44,Média,Sênior
1230,Trabalho,Graduação,Campinas,42476.0,Espanhol,1,6,1997,2.0,3.0,28,Média,Adulto
1231,Trabalho,Doutorado,São Paulo,38197.0,Inglês,1,15,2012,2.0,2.0,13,Média,Jovem
1232,Viagem,Graduação,São Paulo,41986.0,Espanhol,2,4,2004,2.0,3.0,21,Média,Jovem
1233,Viagem,Graduação,São Paulo,28427.0,Espanhol,2,1,2009,1.0,1.0,16,Baixa,Jovem
1234,Trabalho,Doutorado,São Paulo,37395.0,Inglês,4,9,2002,2.0,2.0,23,Média,Jovem
1235,Estudos,Graduação,São Paulo,64722.0,Inglês,3,25,1997,4.0,5.0,28,Alta,Adulto
1238,Estudos,Graduação,Taubaté,23272.0,Espanhol,1,13,2015,2.0,1.0,10,Baixa,Jovem
1239,Viagem,Graduação,São Paulo,42476.0,Espanhol,3,10,1978,2.0,3.0,47,Média,Sênior
1240,Viagem,Ensino Fundamental,Campinas,25707.0,Espanhol,3,11,2010,1.0,1.0,15,Baixa,Jovem
1241,Outros,Doutorado,São Bernardo,59062.0,Espanhol e Inglês,1,3,1993,4.0,4.0,32,Alta,Adulto
1242,Estudos,Graduação,São Bernardo,76624.0,Inglês,5,40,1988,5.0,6.0,37,Alta,Adulto
1243,Trabalho,Mestrado,São Bernardo,66000.0,Inglês,1,1,1973,4.0,5.0,52,Alta,Sênior
1244,Trabalho,Doutorado,São Bernardo,27683.0,Inglês,4,22,2004,1.0,1.0,21,Baixa,Jovem
1245,Trabalho,Graduação,São Paulo,1730.0,Espanhol e Inglês,5,45,1997,1.0,1.0,28,Baixa,Adulto
1246,Estudos,Ensino Fundamental,São Paulo,7500.0,Espanhol,1,4,2018,1.0,1.0,7,Baixa,Jovem
1247,Viagem,Graduação,São Paulo,40521.0,Espanhol,4,22,1994,1.0,3.0,31,Média,Adulto
1248,Trabalho,Doutorado,Campinas,20427.0,Inglês,2,18,1999,2.0,1.0,26,Baixa,Adulto
1249,Viagem,Graduação,São Paulo,65106.0,Espanhol e Inglês,2,3,2001,4.0,5.0,24,Alta,Jovem
1250,Estudos,Doutorado,São Bernardo,67786.5,Inglês,2,30,1991,4.0,5.0,34,Alta,Adulto
1251,Estudos,Graduação,São Paulo,67786.5,Inglês,3,23,1978,4.0,5.0,47,Alta,Sênior
1252,Estudos,Doutorado,São Paulo,79146.0,Inglês,2,9,1993,5.0,6.0,32,Alta,Adulto
1253,Estudos,Graduação,São Paulo,74716.0,Espanhol,4,11,1998,5.0,6.0,27,Alta,Adulto
1254,Trabalho,Graduação,São Paulo,68118.0,Inglês,4,15,1989,4.0,5.0,36,Alta,Adulto
1255,Trabalho,Doutorado,São Paulo,55158.0,Espanhol e Inglês,1,25,1996,3.0,4.0,29,Alta,Adulto
1256,Viagem,Ensino Médio,São Paulo,62972.0,Espanhol,1,11,1981,4.0,4.0,44,Alta,Sênior
1257,Viagem,Graduação,São Paulo,74190.0,Espanhol e Inglês,3,9,2001,5.0,5.0,24,Alta,Jovem
1258,Outros,Graduação,São Paulo,39356.0,Espanhol,2,14,2002,1.0,2.0,23,Média,Jovem
1259,Estudos,Graduação,São Paulo,76653.0,Inglês,5,8,1995,5.0,6.0,30,Alta,Adulto
1260,Estudos,Doutorado,São Paulo,35778.0,Inglês,4,36,1999,2.0,2.0,26,Média,Adulto
1262,Trabalho,Mestrado,São Paulo,72570.0,Inglês,3,49,2008,5.0,5.0,17,Alta,Jovem
1263,Viagem,Graduação,São Paulo,31454.0,Inglês,3,19,1986,1.0,2.0,39,Baixa,Adulto
1264,Viagem,Graduação,São Paulo,47139.0,Espanhol,4,12,1978,2.0,3.0,47,Média,Sênior
1265,Estudos,Graduação,São Paulo,83829.0,Inglês,3,9,2001,4.0,6.0,24,Alta,Jovem
1266,Trabalho,Doutorado,São Paulo,53378.0,Inglês,3,1,1989,3.0,4.0,36,Média,Adulto
1267,Trabalho,Graduação,São Paulo,19656.0,Espanhol,3,11,1996,1.0,1.0,29,Baixa,Adulto
1269,Viagem,Ensino Médio,São Paulo,79146.0,Inglês,2,1,1984,5.0,6.0,41,Alta,Sênior
1270,Estudos,Graduação,São Paulo,55956.0,Inglês,4,1,1970,3.0,4.0,55,Alta,Sênior
1271,Trabalho,Mestrado,Campinas,64191.0,Inglês,3,24,1989,4.0,5.0,36,Alta,Adulto
1272,Outros,Graduação,São Bernardo,38808.0,Espanhol,1,6,1998,2.0,2.0,27,Média,Adulto
1273,Trabalho,Mestrado,São Paulo,54886.0,Inglês,2,28,1992,2.0,4.0,33,Média,Adulto
1274,Trabalho,Mestrado,São Paulo,23748.0,Espanhol,1,12,1994,1.0,1.0,31,Baixa,Adulto
1275,Estudos,Graduação,São Paulo,67786.5,Espanhol,2,19,1997,4.0,5.0,28,Alta,Adulto
1276,Trabalho,Mestrado,São Paulo,37368.0,Espanhol,2,17,2001,2.0,2.0,24,Média,Jovem
1277,Trabalho,Graduação,Rio Branco,40800.0,Espanhol,3,18,1990,3.0,3.0,35,Média,Adulto
1278,Viagem,Graduação,São Paulo,72570.0,Inglês,3,1,2004,5.0,5.0,21,Alta,Jovem
1279,Estudos,Graduação,São Paulo,46149.0,Espanhol,2,7,2001,3.0,3.0,24,Média,Jovem
1280,Outros,Graduação,São Paulo,78687.0,Inglês,3,33,2009,5.0,6.0,16,Alta,Jovem
1281,Viagem,Ensino Médio,São Bernardo,49118.0,Espanhol,2,5,1997,3.0,3.0,28,Média,Adulto
1282,Trabalho,Doutorado,São Paulo,37633.0,Inglês,4,13,1983,2.0,2.0,42,Média,Sênior
1283,Outros,Mestrado,São Paulo,31163.0,Mandarim,5,87,1977,1.0,2.0,48,Baixa,Sênior
1284,Viagem,Ensino Fundamental,São Paulo,26997.0,Espanhol,3,9,1977,1.0,1.0,48,Baixa,Sênior
1285,Viagem,Graduação,São Paulo,33986.0,Espanhol,1,10,1996,2.0,2.0,29,Baixa,Adulto
1286,Trabalho,Doutorado,São Paulo,57091.0,Inglês,4,22,1998,2.0,4.0,27,Alta,Adulto
1287,Viagem,Ensino Médio,São Paulo,46831.0,Espanhol,2,15,1995,3.0,3.0,30,Média,Adulto
1288,Trabalho,Mestrado,São Paulo,83151.0,Inglês,4,44,1998,4.0,6.0,27,Alta,Adulto
1289,Outros,Graduação,São Paulo,52531.0,Inglês,1,33,1997,2.0,4.0,28,Média,Adulto
1290,Estudos,Graduação,São Paulo,15759.0,Espanhol e Inglês,3,19,1982,1.0,1.0,43,Baixa,Sênior
1291,Viagem,Graduação,São Paulo,22804.0,Espanhol,3,2,1997,1.0,1.0,28,Baixa,Adulto
1292,Estudos,Ensino Médio,São Paulo,43050.0,Espanhol,4,18,1999,2.0,3.0,26,Média,Adulto
1293,Trabalho,Doutorado,São Paulo,42997.0,Inglês,3,16,2003,2.0,3.0,22,Média,Jovem
1294,Estudos,Doutorado,São Bernardo,48918.0,Inglês,1,7,1989,3.0,3.0,36,Média,Adulto
1296,Viagem,Doutorado,São Paulo,34043.0,Espanhol e Inglês,2,25,2004,2.0,2.0,21,Baixa,Jovem
1297,Estudos,Graduação,São Paulo,57811.0,Espanhol e Inglês,4,25,1992,3.0,4.0,33,Alta,Adulto
1298,Trabalho,Graduação,São Paulo,79146.0,Inglês,2,1,1972,5.0,6.0,53,Alta,Sênior
1299,Trabalho,Graduação,São Bernardo,7500.0,Espanhol,2,9,2004,1.0,1.0,21,Baixa,Jovem
1300,Trabalho,Mestrado,São Paulo,78059.5,Inglês,3,9,1997,4.0,6.0,28,Alta,Adulto
1302,Estudos,Ensino Médio,São Paulo,23148.0,Espanhol,1,5,2011,1.0,1.0,14,Baixa,Jovem
1303,Estudos,Graduação,São Paulo,44267.0,Espanhol,2,2,1996,2.0,3.0,29,Média,Adulto
1304,Estudos,Graduação,São Bernardo,67786.5,Espanhol,2,14,2005,4.0,5.0,20,Alta,Jovem
1305,Viagem,Graduação,Campinas,60474.0,Espanhol,1,10,1992,4.0,4.0,33,Alta,Adulto
1306,Estudos,Graduação,São Bernardo,50200.0,Espanhol,2,4,2002,3.0,3.0,23,Média,Jovem
1307,Trabalho,Doutorado,São Bernardo,81051.0,Inglês,2,17,1991,5.0,6.0,34,Alta,Adulto
1308,Viagem,Graduação,São Paulo,67786.5,Inglês,1,5,2008,4.0,5.0,17,Alta,Jovem
1309,Estudos,Graduação,São Bernardo,59868.0,Inglês,2,18,1998,4.0,4.0,27,Alta,Adulto
1310,Viagem,Doutorado,São Paulo,65695.0,Inglês,5,21,1986,3.0,5.0,39,Alta,Adulto
1312,Trabalho,Mestrado,São Paulo,45143.0,Espanhol,2,4,1991,3.0,3.0,34,Média,Adulto
1313,Estudos,Ensino Médio,São Bernardo,74805.0,Inglês,4,17,1981,5.0,6.0,44,Alta,Sênior
1314,Estudos,Ensino Médio,São Paulo,59060.0,Inglês,5,10,2015,4.0,4.0,10,Alta,Jovem
1315,Trabalho,Doutorado,São Paulo,27238.0,Inglês,3,23,1988,1.0,1.0,37,Baixa,Adulto
1316,Estudos,Graduação,São Paulo,47009.0,Espanhol e Inglês,2,26,1991,3.0,3.0,34,Média,Adulto
1317,Estudos,Ensino Médio,São Bernardo,46094.0,Espanhol,1,8,1999,3.0,3.0,26,Média,Adulto
1318,Estudos,Graduação,São Paulo,40321.0,Espanhol,2,18,1998,1.0,3.0,27,Média,Adulto
1319,Estudos,Graduação,São Paulo,31163.0,Espanhol,1,9,2010,1.0,2.0,15,Baixa,Jovem
1320,Trabalho,Mestrado,São Paulo,81843.0,Inglês,3,27,1986,5.0,6.0,39,Alta,Adulto
1322,Estudos,Graduação,Campinas,77382.0,Inglês,3,4,1994,5.0,6.0,31,Alta,Adulto
1323,Viagem,Graduação,São Paulo,37774.0,Espanhol,2,2,2003,2.0,2.0,22,Média,Jovem
1324,Estudos,Ensino Fundamental,Taubaté,18393.0,Espanhol e Inglês,4,44,2000,2.0,1.0,25,Baixa,Jovem
1325,Trabalho,Mestrado,São Paulo,72828.0,Inglês,1,41,1988,5.0,5.0,37,Alta,Adulto
1326,Estudos,Graduação,São Paulo,24711.0,Espanhol,1,9,2008,1.0,1.0,17,Baixa,Jovem
1327,Trabalho,Doutorado,São Bernardo,48168.0,Inglês,3,19,2001,3.0,3.0,24,Média,Jovem
1328,Outros,Mestrado,São Paulo,6560.0,Espanhol,4,9,2008,1.0,1.0,17,Baixa,Jovem
1330,Estudos,Graduação,São Paulo,27244.0,Espanhol,3,1,2005,1.0,1.0,20,Baixa,Jovem
1331,Estudos,Graduação,São Bernardo,48752.0,Espanhol,3,10,1995,3.0,3.0,30,Média,Adulto
1332,Trabalho,Graduação,São Paulo,71434.0,Inglês,2,20,1988,4.0,5.0,37,Alta,Adulto
1335,Estudos,Graduação,São Paulo,55085.5,Espanhol,3,9,2001,3.0,4.0,24,Alta,Jovem
1336,Trabalho,Graduação,São Paulo,71853.0,Inglês,3,23,2008,5.0,5.0,17,Alta,Jovem
1337,Outros,Mestrado,São Paulo,35876.0,Espanhol,2,13,2009,2.0,2.0,16,Média,Jovem
1338,Trabalho,Graduação,São Paulo,40049.0,Espanhol,1,19,1978,1.0,2.0,47,Média,Sênior
1339,Estudos,Graduação,São Paulo,39660.0,Espanhol e Inglês,4,27,2008,1.0,2.0,17,Média,Jovem
1340,Estudos,Graduação,São Paulo,50127.0,Espanhol,2,16,1988,3.0,3.0,37,Média,Adulto
1341,Trabalho,Mestrado,São Paulo,42476.0,Espanhol,3,9,2003,2.0,3.0,22,Média,Jovem
1343,Trabalho,Graduação,São Bernardo,18929.0,Espanhol,3,4,2016,1.0,1.0,9,Baixa,Jovem
1344,Estudos,Ensino Fundamental,São Bernardo,24367.0,Espanhol,2,23,2008,1.0,1.0,17,Baixa,Jovem
1345,Estudos,Graduação,São Paulo,33249.0,Espanhol,1,10,2001,2.0,2.0,24,Baixa,Jovem
1346,Estudos,Ensino Médio,São Paulo,26887.0,Espanhol,2,10,1985,1.0,1.0,40,Baixa,Adulto
1347,Trabalho,Doutorado,São Paulo,50150.0,Inglês,3,34,2009,3.0,3.0,16,Média,Jovem
1348,Estudos,Graduação,Rio Branco,61010.0,Inglês,3,24,2002,5.0,4.0,23,Alta,Jovem
1350,Trabalho,Doutorado,Campinas,76542.0,Inglês,3,25,1982,5.0,6.0,43,Alta,Sênior
1351,Estudos,Graduação,São Paulo,70515.0,Inglês,3,3,2019,4.0,5.0,6,Alta,Jovem
1352,Outros,Graduação,São Paulo,18227.0,Espanhol,2,10,2013,1.0,1.0,12,Baixa,Jovem
1353,Trabalho,Graduação,São Bernardo,67786.5,Inglês,4,22,1991,4.0,5.0,34,Alta,Adulto
1354,Estudos,Graduação,São Paulo,69109.0,Inglês,4,20,2008,4.0,5.0,17,Alta,Jovem
1355,Viagem,Graduação,Campinas,69627.0,Espanhol e Inglês,5,16,1988,4.0,5.0,37,Alta,Adulto
1356,Estudos,Graduação,Campinas,38136.0,Espanhol,3,11,2004,3.0,2.0,21,Média,Jovem
1358,Viagem,Graduação,São Paulo,80695.0,Inglês,4,17,1989,5.0,6.0,36,Alta,Adulto
1359,Trabalho,Mestrado,São Paulo,35778.0,Espanhol,3,9,1997,2.0,2.0,28,Média,Adulto
1360,Viagem,Graduação,Campinas,58554.0,Espanhol,2,7,1994,5.0,4.0,31,Alta,Adulto
1361,Estudos,Ensino Fundamental,São Paulo,17256.0,Espanhol,5,7,2018,1.0,1.0,7,Baixa,Jovem
1362,Outros,Graduação,São Paulo,53034.0,Inglês,3,18,2000,3.0,4.0,25,Média,Jovem
1363,Estudos,Ensino Médio,São Paulo,52203.0,Inglês,4,1,1976,3.0,4.0,49,Média,Sênior
1364,Estudos,Ensino Médio,São Bernardo,59601.0,Inglês,3,12,2003,4.0,4.0,22,Alta,Jovem
1366,Estudos,Graduação,São Bernardo,48168.0,Espanhol e Inglês,2,34,2002,3.0,3.0,23,Média,Jovem
1367,Viagem,Graduação,Campinas,37971.0,Espanhol e Inglês,4,38,1999,3.0,2.0,26,Média,Adulto
1368,Trabalho,Mestrado,São Paulo,41335.0,Espanhol,3,10,1994,2.0,3.0,31,Média,Adulto
1369,Viagem,Graduação,São Paulo,67267.0,Inglês,1,21,1984,4.0,5.0,41,Alta,Sênior
1370,Estudos,Graduação,Taubaté,57338.0,Espanhol,1,7,2001,4.0,4.0,24,Alta,Jovem
1371,Estudos,Ensino Médio,São Paulo,48168.0,Inglês,5,22,1986,3.0,3.0,39,Média,Adulto
1372,Viagem,Mestrado,Campinas,35791.0,Espanhol,1,6,1991,2.0,2.0,34,Média,Adulto
1373,Estudos,Doutorado,São Paulo,48168.0,Inglês,3,5,1986,3.0,3.0,39,Média,Adulto
1374,Outros,Doutorado,São Paulo,56242.0,Inglês,3,39,1995,3.0,4.0,30,Alta,Adulto
1375,Viagem,Graduação,Campinas,48904.0,Espanhol,1,11,1986,3.0,3.0,39,Média,Adulto
1376,Estudos,Graduação,São Paulo,56243.0,Inglês,4,7,2001,3.0,4.0,24,Alta,Jovem
1377,Viagem,Graduação,São Paulo,21355.0,Espanhol,1,9,2011,1.0,1.0,14,Baixa,Jovem
1378,Outros,Mestrado,São Paulo,55085.5,Inglês,4,35,1997,3.0,4.0,28,Alta,Adulto
1379,Trabalho,Mestrado,São Paulo,52247.25135379061,Inglês,3,26,1996,3.0,1.0,29,Média,Adulto
1380,Trabalho,Mestrado,São Paulo,46390.0,Espanhol e Inglês,3,2,1981,3.0,3.0,44,Média,Sênior
1381,Viagem,Ensino Médio,São Paulo,54342.0,Inglês,1,10,1982,3.0,4.0,43,Média,Sênior
1382,Trabalho,Graduação,Taubaté,52247.25135379061,Inglês,3,47,1984,3.0,1.0,41,Média,Sênior
1383,Estudos,Ensino Médio,São Paulo,52247.25135379061,Inglês,2,2,1990,3.0,1.0,35,Média,Adulto
1384,Estudos,Graduação,São Paulo,20895.0,Espanhol e Inglês,4,29,1999,1.0,1.0,26,Baixa,Adulto
1386,Trabalho,Doutorado,São Bernardo,52247.25135379061,Inglês,4,35,1998,3.0,1.0,27,Média,Adulto
1387,Estudos,Ensino Médio,São Paulo,26907.0,Espanhol,1,18,2002,1.0,1.0,23,Baixa,Jovem
1388,Viagem,Graduação,Taubaté,44964.0,Espanhol,1,1,2006,4.0,3.0,19,Média,Jovem
1389,Trabalho,Graduação,São Paulo,75507.0,Inglês,1,10,2005,5.0,6.0,20,Alta,Jovem
1390,Outros,Mestrado,São Paulo,53761.0,Inglês,1,41,1998,3.0,4.0,27,Média,Adulto
1391,Viagem,Graduação,São Paulo,22682.0,Espanhol,2,15,1999,1.0,1.0,26,Baixa,Adulto
1392,Estudos,Doutorado,São Paulo,38887.0,Inglês,4,16,1998,2.0,2.0,27,Média,Adulto
1393,Estudos,Ensino Médio,São Paulo,41658.0,Espanhol,1,16,2001,2.0,3.0,24,Média,Jovem
1394,Trabalho,Doutorado,São Paulo,29791.0,Espanhol e Inglês,1,31,1998,1.0,1.0,27,Baixa,Adulto
